Page ID,Page Name,Disclaimer,Amount Spent (HUF),Number of Ads in Library
444482408922844,"A Szabadság újság, a Munkáspárt politikai hetilapja",Magyar Munkáspárt,50735,12
149979188955749,Mihálik Edvin,Mihálik Edvin Máté,50677,8
1817254671908726,Varga Imre István,Varga Imre István,50534,9
197850567575171,Mi Hazánk - Újbuda,These ads ran without a disclaimer,50431,64
149631551730508,Fidesz Veszprém,Ovádi Péter,50430,10
197203437879379,Szaniszló Sándor,These ads ran without a disclaimer,50388,23
621579594641265,Gazdasági Versenyügyi Tanácsadó Iroda,These ads ran without a disclaimer,50282,1
727549737336330,Fidesz Nagykáta,Fidesz Nagykáta,50068,17
173688126557724,Soproni Tamás,These ads ran without a disclaimer,50039,4
1819039161543277,MEMO,Kobl Gabriella Adrienn,50012,7
1595121247382392,DK Nyíregyháza,\tDemokratikus Koalíció Sz-Sz-B Megye 1-2.,50011,10
101836344507475,Sátly Balázs,LMP - Magyarország Zöld Pártja,50000,1
2203913403025334,Szabados Ákos,These ads ran without a disclaimer,50000,1
443969912352413,Lehet Más Óbuda és Békásmegyer,LMP - Magyarország Zöld Pártja,50000,3
531710223553857,OrientPress Hírügynökség / Rádió Orient,OrientPress Hírügynökség Kft.,50000,5
640949609346447,Barta Endre,Jobbik Magyarországért Mozgalom,50000,1
314128298966041,Farkas P. Barnabás,Jobbik Magyarországért Mozgalom,50000,1
2426357824103084,Kerpel-Fronius Gábor,Kerpel-Fronius Gábor,50000,7
190170414332957,Erste Bank Hungary,These ads ran without a disclaimer,50000,1
105619957610049,Momentum Soroksár,Momentum Mozgalom,50000,2
108293517769700,COVID-sztorik,Covid sztorik egyesület,50000,1
423592235077127,Vonják meg a határon túliak szavazati jogát,Nem a határon túliakra,50000,1
103078321059051,Dr. Farkas Klára legyen Tiszaalpár polgármestere,These ads ran without a disclaimer,50000,2
110928260290350,Daily,These ads ran without a disclaimer,50000,1
108618363944668,Ellenzéki összefogást 2022-ben,Ellenzéki összefogást,50000,1
324771568775,Varga Mihály,Varga Mihály,50000,3
227133307383315,Zsidó.com,These ads ran without a disclaimer,49975,1
836138216768753,Kispéter Géza,Kispéter Géza,49974,13
144738932226144,Palotanegyed,Görög Máté,49642,16
747886915681610,Nagy Richárd György közös ellenzéki képviselőjelölt - XVI. kerület,These ads ran without a disclaimer,49624,19
103949707619177,Opauszki Zoltán,Opauszki Zoltán,49565,55
1172293159519180,Fazekas Sándor,Dr. Fazekas Sándor,49489,1
512422868803234,Párbeszéd Magyarországért Komárom-Esztergom Megye,Párbeszéd Magyarországért,49337,7
282077899700,Morvai Krisztina,These ads ran without a disclaimer,49311,1
257202891478255,Molnár Tibor,Molnár Tibor Dániel,49274,8
198824743628480,Tisza Lajos Közéleti Egyesület,Dr. Bartha László,49244,9
1589959457924096,MSZP Óbuda-Békásmegyer,These ads ran without a disclaimer,49198,10
554058754619723,IKEA,These ads ran without a disclaimer,49109,1
620030171664750,Mi Hazánk Mozgalom,Dúró Dóra,49096,8
109475713743945,Bakos László önkormányzati képviselő,These ads ran without a disclaimer,49088,9
304939117097798,Altfatter Adalbert,Altfatter Adalbert,49004,27
603601556356190,Ezazigazság,Baráth Richárd,49000,14
103178591060867,Király Gábor Nagykovácsi képviselőjelölt,These ads ran without a disclaimer,48974,9
283886802081389,Vicc Magazin,EzaLényeg.hu,48970,49
104794381455125,Tisztítsuk meg az országot a Vízüggyel,Önkormányzat- és Intézményellátó Kft.,48871,2
1130749080425647,Daam Alexandra,Momentum Mozgalom,48870,9
437674733429219,Unger Tamás,These ads ran without a disclaimer,48851,22
721920367856863,Gödöllői Lokálpatrióta Klub,Bárdy Péter,48827,10
108346693873484,Győrffy Balázs,These ads ran without a disclaimer,48755,2
1798882800328461,CGTNEurope,These ads ran without a disclaimer,48584,26
683873478294797,Kunhalmi Ágnes,MSZP,48490,1
1690416611287093,Garami Artúr oldala,These ads ran without a disclaimer,48420,10
105366120856352,Békési Ipartestület,Rácz Attila Tibor,48419,21
280674662444097,Kállai Tamás,Tamás Kállai Miklos,48416,9
116847005018941,Athenaeum,These ads ran without a disclaimer,48413,1
101847217958715,Nádor Iván,Nádor Iván László,48268,12
102200394473807,Hermann György,Momentum Mozgalom,48175,9
111825033532559,Make Pasarét Great Again,Hildebrand Krisztián Tibor,48172,16
729117070534873,Párbeszéd Magyarországért - Pécs - Baranya,Párbeszéd Magyarországért Párt,48151,8
1374776342769227,Zepter Hungary,Zepter Hungary,48097,10
107931057227686,Vajda Viktória,Momentum Mozgalom,48092,4
333136826797847,Zsigó Róbert,Zsigó Róbert,47971,24
259391891395720,Civilek a Fejlődő Városért Egyesület,Civilek a Fejlődő Városért Egyesület,47921,34
977819745710936,Csombok Nikoletta Permanent MakeUp Artist · Sminktetoválás,These ads ran without a disclaimer,47685,10
1615311422132275,TU Wien - Continuing Education Center,These ads ran without a disclaimer,47499,2
2103509783018217,Kovács Mihály,Kovács Mihály,47467,19
778538352344518,Hollik István,These ads ran without a disclaimer,47389,17
371225050791,Transparency International Magyarország,Transparency International Magyarország,47378,7
202099276507678,24.hu,These ads ran without a disclaimer,47344,121
512105486201281,Momentum Kispest,Momentum Mozgalom,47076,8
208726209161904,Z. Kárpát Dániel,These ads ran without a disclaimer,47064,3
2393883177340371,Momentum Gödöllő és környéke,Momentum Mozgalom,46996,8
113458260024230,EzaLényeg.hu - Körút,These ads ran without a disclaimer,46836,19
1584646591763647,Kanász-Nagy Máté,Kanász-Nagy Máté,46822,8
222720184518334,Font Sándor,Font Sándor,46803,11
321422908590395,Mindenki Magyarországa Mozgalom,Mindenki Magyarországa Mozgalom,46780,4
122412685829088,Katamama Giczy,Giczy István Gusztávné,46654,7
108572840503759,Szadai József,Szadai József,46615,4
1220830434751963,LeadGen Ajánlatok,These ads ran without a disclaimer,46428,1
164978027477602,József Felföldi,These ads ran without a disclaimer,46426,7
102142801159959,Szabó András,Szabó András,46387,8
102972084951072,reBird,These ads ran without a disclaimer,46339,9
325466180869493,Szeged.hu,These ads ran without a disclaimer,46096,11
100719427982575,Ácsért Máskép/p Tóth Károly Péter,Tóth Károly Péter,46057,4
548834088783410,Kohut Ákos - Fót,Kohut Ákos Csaba,46000,9
585341721534730,Dr. Juhász Attila Simon,dr. Juhász Attila Simon,45937,26
192833810754298,Molnár Tibor,Molnár Tibor,45914,19
244669668913278,Ökopolisz Alapítvány,These ads ran without a disclaimer,45825,2
100694961321172,Pap László közéleti oldala,LMP - Lehet Más a Politika,45622,2
109358713967587,barbar_rmz,These ads ran without a disclaimer,45577,1
861245927252072,Rácz Zoltán,Rácz Zoltán,45553,64
439039620221129,Mindenki Magyarországa Mozgalom Szombathely,Sándor Koroknyai,45548,5
208399259174287,kispest.info,kispest.info,45458,10
292798231078042,Magyarok az Igazságért - MI,Bálint József,45453,29
298076964313712,ÚJ Cserkei Hírek,Varga Attila,45427,29
131797633528377,Jávor Benedek,These ads ran without a disclaimer,45326,4
108969903815752,Farkas Attila,Farkas Attila,45318,17
108592723840175,Pogrányi Lovas Miklós,Lovas Miklós Oszkár,45272,104
338939005964,Becsó Zsolt országgyűlési képviselő,Fidesz,45157,3
136873753073862,Nőkért Egyesület,Antoni Rita Judit,45074,6
329107800543535,Sneider Tamás,Sneider Tamás,45000,5
103885554354292,Molnár Oszkár,Molnár Oszkár,45000,9
388662361936887,Pál Norbert Pestszentimre,Pál Norbert,45000,5
640977096399900,"Patkós Zsolt - polgármester, Kiskunmajsa",Patkós Zsolt,45000,7
1578544965522747,Dr. Györei Péter ügyvéd,Dr. Györei Péter,45000,6
1298059770281335,Atomcsapda,Energiaklub,44990,9
230982470584005,Elek Sándor polgármester,Elek Sándor polgármester,44933,20
251817228338080,Csíki Burkoló Kft,These ads ran without a disclaimer,44912,1
728260423984010,Böröcz László,These ads ran without a disclaimer,44851,3
248172631940,Mandiner,These ads ran without a disclaimer,44800,2
335839580440114,Ask Europe,These ads ran without a disclaimer,44679,4
136552519724060,Gershoj Energia Kft.,These ads ran without a disclaimer,44589,3
106401220899618,Hajónapló.ma,These ads ran without a disclaimer,44520,7
132040987346279,Csukáné Szerémy Andrea oldala,Csukáné Szerémy Andrea,44351,4
354453045281925,Éljen VárosuNk Egyesület,Horváth Jácint,44230,42
100185205074090,Szász Károly,Demokratikus Koalíció VI. kerület,44216,5
101132471267061,EzaLényeg.hu - Miskolc,These ads ran without a disclaimer,44205,8
477660449391058,FOXIA,Kiss Attila István,44199,17
115050303274279,Horváth Soma,Horváth Soma Àdám,44179,12
106262617624877,WATCH GAMES. SEE MORE.,These ads ran without a disclaimer,44126,6
229536913759531,Kőrös Péter,These ads ran without a disclaimer,44078,6
2195246174128598,Erhardt Attila - képviselő,Momentum Mozgalom,44070,4
780542761958375,Promotions.hu,Promotions.hu,43915,59
740771415954618,MSZP Nyíregyháza,MSZP,43883,52
254265791408243,Miklós Attila,MSZP Békéscsaba,43876,28
105771790785527,Bognár Szilvia - Pécs alpolgármestere,Demokratikus Koalíció,43831,3
371736629638278,Fehér Zsolt,Jobbik Magyarországért Mozgalom,43825,30
1716515511989547,Szabó Csaba közszereplő,Fidesz,43785,9
530158387149773,Közösen Szentgotthárdért,Közösen Szentgotthárdért,43739,15
110173937076353,Major Petra,Major Petra,43633,12
112989260080104,Baranyai Pál képviselőjelölt,Baranyai Örs Pál,43618,19
489821711562618,Közösen a Városunkért Egyesület - Pomáz,Közösen a Városunkért Egyesület,43618,15
365977046868250,Nemzeti Agrárgazdasági Kamara - NAK,These ads ran without a disclaimer,43592,2
101137787997918,Vaskó Mária önkormányzati képviselő,Vaskó Mária,43588,20
1462302280655528,Vokskabin,These ads ran without a disclaimer,43565,4
122702771108697,Magyar Hírlap,These ads ran without a disclaimer,43525,5
1595121247382392,DK Nyíregyháza,Demokratikus Koalíció Sz-Sz-B Megye 1-2.,43500,7
360424321432255,Doha Debates,These ads ran without a disclaimer,43484,5
642724172481361,Dr. Szabó Tibor - Martonvásár Polgármestere,Horváth Bálint,43425,4
100676881348497,Fidesz Mohács,Pávkovics Gábor,43411,3
1750464258310515,Dukán András Ferenc - Momentum,Dukán András Ferenc,43358,8
100192041341490,Janzsó Zoltán,Janzsó Zoltán Gábor,43310,4
106260217390851,Második Reformkor,Második Reformkor Alapítvány,43256,2
726984697338869,Rácz Attila,Rácz Attila Tibor,43119,7
1218765861628546,Lengyel Péter,Lengyel Péter,43116,8
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,43072,5
143382602349078,Kiss László,These ads ran without a disclaimer,42905,18
434589719963221,Budakeszi Fidesz,Dr. Somogyi Farkas József,42898,12
354714318010652,Pogácsás Tibor,Pogácsás Tibor János,42895,15
110013903707090,Steiner Attila,Attila Steiner,42851,4
507733052597961,Vattamány Zsolt,These ads ran without a disclaimer,42848,2
124400475625760,Horváth Bertold független polgármesterjelölt,Horváth Bertold József,42821,27
111453763572823,Kovács Balázs Zugló-Törökőr,These ads ran without a disclaimer,42760,4
104171177608873,Dr. Kádár László Levente önkormányzati képviselő,Dr. Kádár László Levente,42628,17
1474476372770837,Tarjánért  - Szantner Gábor - polgármester jelölt,Szantner Gábor,42589,7
346763472170939,Szupermenta,Szupermenta,42500,3
103800327658017,Péter Norbert,Péter Norbert,42454,8
102250781384714,HighVibes,HighVibes,42314,42
437674733429219,Unger Tamás,Unger Tamás,42245,10
356212001421,Cercle Carl Lutz,These ads ran without a disclaimer,42219,11
306640723530363,Láng István,Ferencz István,42148,7
476064679618761,Hévíz választ,Papp Gábor,42123,40
107116624160789,Földvári László,Földvári László,42119,10
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,42080,70
632165190315151,KDNP Budaörs,These ads ran without a disclaimer,42000,6
221292842061953,Love my country,These ads ran without a disclaimer,41987,47
104917560993342,Szebeni Dávid,Szebeni Dávid,41923,37
534847500023972,Jobbik XIII. kerület,Jobbik Magyarországért Mozgalom,41899,11
683873478294797,Kunhalmi Ágnes,MSZP Budapest,41898,2
106053540773813,nagy_istvan_miniszter,These ads ran without a disclaimer,41767,20
102202477832357,Fiatalos Lendülettel Geszterédért,Elekes Attila,41757,11
162344823835042,atlatszo.hu,These ads ran without a disclaimer,41745,3
105285364895890,Gyere és Szavazz,Dormán László,41439,8
112712853416973,Pokorádi Gábor - Momentum,These ads ran without a disclaimer,41383,1
1564041100507884,Ujvári-Kövér Mónika,These ads ran without a disclaimer,41214,8
459645007427483,Szűcs Gábor,Gábor Szűcs,41079,4
407977179271063,Jobbik Nyíregyháza,Lengyel Máté,41067,8
178513695531494,Elan-Vital Természetes Egészség Központ,These ads ran without a disclaimer,40912,13
230385242742,KDNP és Frakciója,These ads ran without a disclaimer,40882,13
263556234171172,Szekeres Éva - Momentum,István Daróczi,40737,8
1263261490396127,Györgyey János,Györgyey János,40689,71
102581967957130,Pávkovics Gábor,These ads ran without a disclaimer,40589,5
555868611244245,Dr. Márton Roland,These ads ran without a disclaimer,40583,5
242038689992675,Somody László,These ads ran without a disclaimer,40530,8
111363680669335,Varga István  polgármesterjelölt,Varga István,40500,6
160359728190575,Popon Csaba,These ads ran without a disclaimer,40430,10
116967151705895,Schmidt Csaba,Schmidt Csaba,40195,19
1702860229832138,Szigetszentmiklós város hivatalos oldala,Szigetszentmiklós város hivatalos oldala,40028,9
357079611525209,Békés Kalocsáért Egyesület,Bolváriné Gärtner Anikó,40000,8
107469714201800,Kossuth Kör - Kaposvár,Mindenki Magyarországa Mozgalom,40000,1
103090587764746,Kiss László Mi Hazánk Mozgalom Nyíregyháza,Kiss László,40000,4
129382163754757,Jobbik Ifjúsági Tagozat,Jobbik Ifjúsági Tagozat,40000,2
166519190062481,LMP Győr-Mosonmagyaróvár,LMP - Lehet Más a Politika,40000,1
277068146068275,Zakó László,Jobbik Magyarországért Mozgalom,40000,2
101420246563410,Békásmegyeri,Békásmegyer,40000,3
598068473635812,Éljen Szombathely Egyesület,Éljen Szombathely Egyesület,39998,6
1435049493448120,Pintér Tamás,Országgyűlés Hivatala Jobbik Frakció,39976,3
831904296829738,Bánné dr. Gál Boglárka,Bánné Dr. Gál Boglárka,39961,1
1983509825309480,Tóth Endre,Tóth Endre Momentum,39956,6
108214227203966,VI. kerületi Fidesz,These ads ran without a disclaimer,39937,2
105342484783476,KÉK tesztpont,Bernadett Sörös,39895,10
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,39883,2
102142801159959,Szabó András,These ads ran without a disclaimer,39880,9
101638171217594,Legyen Vác a Dunakanyar fővárosa - Vásárhelyi Tamás hivatalos oldala,These ads ran without a disclaimer,39860,8
1198732716805377,Bebes István,These ads ran without a disclaimer,39830,5
103737597644277,Balogh Péter,Balogh Péter,39817,9
2253694988243323,Benkő Zsolt,Fidesz Hódmezővásárhely,39793,3
1641417935934219,Balaicz Zoltán,These ads ran without a disclaimer,39703,8
165818180130323,CBA,CBA,39462,1
1386827764871321,Harangozó Tamás,Dr. Harangozó Tamás Attila,39409,2
100920387982766,Szőke Barnabás,Lőrincz Ildikó,39264,6
252071142316147,Kerub Hírek,These ads ran without a disclaimer,39251,2
100236638026811,Túri-Kis Árpád,Túri-Kis Árpád,39172,21
180121805356054,Jobbik  Belváros,Jobbik Magyarországért Mozgalom,39136,7
1449439008656586,Dr. Lengyel Róbert,These ads ran without a disclaimer,39090,5
773120112778785,Rig Lajos,Jobbik Magyarországért Mozgalom,39040,6
2241811109370901,Érsek Zsolt,Fōldes İmre,38999,3
115366836686423,RegrowAustralia,These ads ran without a disclaimer,38987,307
120552066014835,Görög Krisztián polgármesterjelölt - Újbuda,Görög Krisztián,38711,1
106145428182812,Horváth Ferenc - Momentum,Momentum Mozgalom,38509,4
191954791709175,Kondora István,These ads ran without a disclaimer,38479,22
254370078847652,Hajrá Békéscsaba Egyesület,Hajrá Békéscsaba Egyesület,38478,5
919232861444360,European Youth Event,These ads ran without a disclaimer,38444,20
764881470202582,Eddy G,These ads ran without a disclaimer,38441,2
1434709893411423,Hartmann Ferenc,Hartmann Ferenc,38401,18
1842135662740532,Galvão,These ads ran without a disclaimer,38379,1
292787761246129,Herczeg Tamás,Herczeg Tamás,38379,19
781943918834238,Utazási Központ,These ads ran without a disclaimer,38237,8
